file,window,cadence_reb,config,strat_roi,spy_roi,XLK_roi,vs_XLK,QQQ_roi,vs_QQQ,SMH_roi,vs_SMH,EWU_roi,vs_EWU,INIT_roi,vs_INIT,rand_pctile,rand_median_roi
psperm_0911_tech_gpt-51_6x_20-10_202504_20260707_120428_677566_w0.json,2025-04-01,5,20-10,27.98,18.143828397992003,30.46877002578443,-2.4887700257844294,24.209499244637158,3.7705007553628427,85.03912970443177,-57.05912970443177,54.23753126441942,-26.257531264419416,67.06579079971183,-39.08579079971183,9.700000000000001,51.870551386643385
psperm_0912_tech_gpt-51_6x_20-5_202504_20260707_112940_174667_w1.json,2025-04-01,5,20-5,32.36,18.143807041053563,30.46877002578443,1.8912299742155696,24.209499244637158,8.150500755362842,85.03912970443177,-52.67912970443177,54.23753126441942,-21.877531264419417,44.24573515992961,-11.88573515992961,28.9,50.74940376327115
psperm_0913_tech_gpt-51_6x_10-5_202504_20260707_112906_371281_w0.json,2025-04-01,5,10-5,23.82,18.143828397992003,30.46877002578443,-6.6487700257844295,24.209499244637158,-0.38949924463715746,85.03912970443177,-61.21912970443177,54.23753126441942,-30.417531264419416,26.93580202002346,-3.115802020023459,17.2,50.74940376327115
psperm_0918_tech_gpt-51_12x_20-10_202504_20260707_183623_354532_w0.json,2025-04-01,11,20-10,38.62,18.143828397992003,30.46877002578443,8.151229974215568,24.209499244637158,14.41050075536284,85.03912970443177,-46.419129704431775,54.23753126441942,-15.61753126441942,47.59217025454154,-8.972170254541545,24.2,51.870551386643385
psperm_0981_tech_gpt-51_2x_20-10_202505_20260706_144719_534075_w0.json,2025-05-01,1,20-10,86.42,30.519340443519916,52.82332215921859,33.59667784078141,40.63551916023131,45.78448083976869,140.8885277612655,-54.46852776126549,97.18475889551183,-10.764758895511832,145.8600234678024,-59.44002346780239,42.0,94.26089679741581
psperm_0982_tech_gpt-51_2x_20-5_202505_20260706_164417_018143_w0.json,2025-05-01,1,20-5,50.43,30.519340443519916,52.82332215921859,-2.3933221592185916,40.63551916023131,9.794480839768688,140.8885277612655,-90.45852776126549,97.18475889551183,-46.754758895511834,67.75223568699442,-17.322235686994425,25.4,80.92196952454498
psperm_0983_tech_gpt-51_2x_10-5_202505_20260706_172102_766388_w0.json,2025-05-01,1,10-5,77.94,30.519316743829037,52.82332215921859,25.116677840781406,40.63551916023131,37.30448083976869,140.8885277612655,-62.948527761265495,97.18475889551183,-19.244758895511836,75.85298682629355,2.0870131737064526,47.8,80.92196952454498
psperm_0988_tech_gpt-51_4x_20-10_202505_20260706_130836_855246_w0.json,2025-05-01,3,20-10,60.39,30.519316743829037,52.82332215921859,7.566677840781409,40.63551916023131,19.75448083976869,140.8885277612655,-80.49852776126549,97.18475889551183,-36.79475889551183,67.1039815520997,-6.713981552099696,16.2,94.26089679741581
psperm_0989_tech_gpt-51_4x_20-5_202505_20260706_143148_092561_w0.json,2025-05-01,3,20-5,41.91,30.519316743829037,52.82332215921859,-10.913322159218595,40.63551916023131,1.2744808397686853,140.8885277612655,-98.9785277612655,97.18475889551183,-55.27475889551184,61.864093176328055,-19.95409317632806,18.5,80.92196952454498
psperm_0990_tech_gpt-51_4x_10-5_202505_20260706_172417_156309_w0.json,2025-05-01,3,10-5,44.41,30.519316743829037,52.82332215921859,-8.413322159218595,40.63551916023131,3.7744808397686853,140.8885277612655,-96.4785277612655,97.18475889551183,-52.77475889551184,56.32717435425221,-11.91717435425221,20.0,80.92196952454498
psperm_0995_tech_gpt-51_6x_20-10_202505_20260707_151244_798906_w1.json,2025-05-01,5,20-10,64.29,30.519316743829037,52.82332215921859,11.466677840781415,40.63551916023131,23.654480839768695,140.8885277612655,-76.59852776126549,97.18475889551183,-32.89475889551183,79.41864284400012,-15.128642844000112,19.7,94.26089679741581
psperm_0996_tech_gpt-51_6x_20-5_202505_20260707_113205_786318_w0.json,2025-05-01,5,20-5,50.65,30.519316743829037,52.82332215921859,-2.1733221592185927,40.63551916023131,10.014480839768687,140.8885277612655,-90.23852776126549,97.18475889551183,-46.534758895511835,59.364685702515374,-8.714685702515375,25.6,80.92196952454498
psperm_0997_tech_gpt-51_6x_10-5_202505_20260707_113153_962019_w1.json,2025-05-01,5,10-5,61.69,30.519316743829037,52.82332215921859,8.866677840781406,40.63551916023131,21.054480839768686,140.8885277612655,-79.1985277612655,97.18475889551183,-35.494758895511836,41.23195194158558,20.45804805841442,34.599999999999994,80.92196952454498
psperm_1002_tech_gpt-51_12x_20-10_202505_20260707_172729_500554_w1.json,2025-05-01,11,20-10,68.52,30.519316743829037,52.82332215921859,15.696677840781405,40.63551916023131,27.884480839768685,140.8885277612655,-72.3685277612655,97.18475889551183,-28.664758895511838,122.39433511883115,-53.874335118831155,23.1,94.26089679741581
psperm_1065_tech_gpt-51_2x_20-10_202506_20260706_144851_341734_w0.json,2025-06-01,1,20-10,97.49,29.44534067242246,69.03090738482504,28.459092615174953,42.64542577903367,54.84457422096632,150.59648204967345,-53.10648204967346,116.3581010781511,-18.8681010781511,120.0734980661179,-22.58349806611791,42.4,107.84277176989569
psperm_1066_tech_gpt-51_2x_20-5_202506_20260706_164542_553329_w0.json,2025-06-01,1,20-5,50.35,29.445362819267373,69.03090738482504,-18.68090738482504,42.64542577903367,7.704574220966329,150.59648204967345,-100.24648204967346,116.3581010781511,-66.0081010781511,54.217233200123246,-3.867233200123245,20.8,100.86069618658115
