file,parsed,has_meta,has_roi,has_recs,model,temp,window,period,cfg,roi,n_holdings,model_raw,err
perm_0001_gpt-4o_T0.3_12mo_202406_20260614_232949.json,True,True,True,True,GPT-4o,0.3,202406,12,Ranked,6.932964676341635,6.0,gpt-4o,
perm_0001_gpt-4o_T0.3_12mo_202406_20260614_233007.json,True,True,True,True,GPT-4o,0.3,202406,12,Ranked,7.741363467814226,6.0,gpt-4o,
perm_0001_gpt-4o_T0.3_12mo_202406_20260614_233022.json,True,True,True,True,GPT-4o,0.3,202406,12,Ranked,10.147590731814944,5.0,gpt-4o,
perm_0002_gpt-4o_T0.3_12mo_202406_20260614_233052.json,True,True,True,True,GPT-4o,0.3,202406,12,30→15,9.220645989061085,15.0,gpt-4o,
perm_0002_gpt-4o_T0.3_12mo_202406_20260614_233133.json,True,True,True,True,GPT-4o,0.3,202406,12,30→15,11.10099986614594,15.0,gpt-4o,
perm_0002_gpt-4o_T0.3_12mo_202406_20260614_233238.json,True,True,True,True,GPT-4o,0.3,202406,12,30→15,17.150968560179663,15.0,gpt-4o,
perm_0003_gpt-4o_T0.3_12mo_202406_20260614_233310.json,True,True,True,True,GPT-4o,0.3,202406,12,30→10,56.62400383053496,10.0,gpt-4o,
perm_0003_gpt-4o_T0.3_12mo_202406_20260614_233411.json,True,True,True,True,GPT-4o,0.3,202406,12,30→10,5.193888127855371,10.0,gpt-4o,
perm_0003_gpt-4o_T0.3_12mo_202406_20260614_233445.json,True,True,True,True,GPT-4o,0.3,202406,12,30→10,15.766311840998368,10.0,gpt-4o,
perm_0004_gpt-4o-mini_T0.3_6mo_202406_20260222_174914.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,20→5,13.876433823552741,5.0,gpt-4o-mini,
perm_0004_gpt-4o-mini_T0.3_6mo_202406_20260222_183929.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,20→5,21.558305383392852,5.0,gpt-4o-mini,
perm_0004_gpt-4o_T0.3_12mo_202406_20260616_131104.json,True,True,True,True,GPT-4o,0.3,202406,12,30→5,17.163691391548547,5.0,gpt-4o,
perm_0005_gpt-4o-mini_T0.3_6mo_202406_20260222_175126.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,10→5,13.611386562442476,5.0,gpt-4o-mini,
perm_0005_gpt-4o-mini_T0.3_6mo_202406_20260222_184145.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,10→5,10.468057101675422,5.0,gpt-4o-mini,
perm_0006_gpt-4o-mini_T0.3_6mo_202406_20260222_175233.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,5→3,5.408488920691125,3.0,gpt-4o-mini,
perm_0006_gpt-4o-mini_T0.3_6mo_202406_20260222_184253.json,True,True,True,True,GPT-4o-mini,0.3,202406,6,5→3,9.836255701444152,3.0,gpt-4o-mini,
perm_0010_gpt-4o-mini_T0.3_12mo_202406_20260614_233519.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,Ranked,9.520618380933284,7.0,gpt-4o-mini,
perm_0010_gpt-4o-mini_T0.3_12mo_202406_20260614_233558.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,Ranked,7.915692138124196,6.0,gpt-4o-mini,
perm_0010_gpt-4o-mini_T0.3_12mo_202406_20260614_233638.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,Ranked,8.123353504346104,7.0,gpt-4o-mini,
perm_0010_gpt-4o_T0.3_12mo_202406_20260618_042803.json,True,True,True,True,GPT-4o,0.3,202406,12,unfiltered,19.50518684794202,8.0,gpt-4o,
perm_0011_gpt-4o-mini_T0.3_12mo_202406_20260614_233722.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→15,18.157978349668866,15.0,gpt-4o-mini,
perm_0011_gpt-4o-mini_T0.3_12mo_202406_20260614_233816.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→15,17.812709034911478,16.0,gpt-4o-mini,
perm_0011_gpt-4o-mini_T0.3_12mo_202406_20260614_233910.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→15,14.433116356862103,16.0,gpt-4o-mini,
perm_0012_gpt-4o-mini_T0.3_12mo_202406_20260614_233956.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→10,13.450600861513722,10.0,gpt-4o-mini,
perm_0012_gpt-4o-mini_T0.3_12mo_202406_20260614_234039.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→10,11.957345017514436,10.0,gpt-4o-mini,
perm_0012_gpt-4o-mini_T0.3_12mo_202406_20260614_234123.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→10,11.411863933834592,10.0,gpt-4o-mini,
perm_0013_gpt-4o_T0.3_6mo_202407_20260222_184458.json,True,True,True,True,GPT-4o,0.3,202407,6,20→5,-3.754856129322871,5.0,gpt-4o,
perm_0014_gpt-4o-mini_T0.3_12mo_202406_20260616_131059.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→5,12.602481652482128,5.0,gpt-4o-mini,
perm_0014_gpt-4o-mini_T0.3_12mo_202406_20260616_131107.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,30→5,9.204221574417916,5.0,gpt-4o-mini,
perm_0014_gpt-4o_T0.3_6mo_202407_20260222_184700.json,True,True,True,True,GPT-4o,0.3,202407,6,10→5,-2.92118843745724,5.0,gpt-4o,
perm_0015_gpt-4o_T0.3_6mo_202407_20260222_184804.json,True,True,True,True,GPT-4o,0.3,202407,6,5→3,-6.945130058643863,3.0,gpt-4o,
perm_0016_gpt-4o-mini_T0.3_6mo_202407_20260222_185033.json,True,True,True,True,GPT-4o-mini,0.3,202407,6,20→5,7.86623655320418,5.0,gpt-4o-mini,
perm_0017_gpt-4o-mini_T0.3_6mo_202407_20260222_185250.json,True,True,True,True,GPT-4o-mini,0.3,202407,6,10→5,5.4808510141941404,5.0,gpt-4o-mini,
perm_0020_gpt-4o-mini_T0.3_12mo_202406_20260618_042748.json,True,True,True,True,GPT-4o-mini,0.3,202406,12,unfiltered,18.355555100914206,8.0,gpt-4o-mini,
perm_0025_gpt-4o_T0.3_6mo_202408_20260222_185631.json,True,True,True,True,GPT-4o,0.3,202408,6,20→5,5.130411001125103,5.0,gpt-4o,
perm_0026_gpt-4o_T0.3_6mo_202408_20260222_185830.json,True,True,True,True,GPT-4o,0.3,202408,6,10→5,-2.54420946365306,5.0,gpt-4o,
perm_0027_gpt-4o_T0.3_6mo_202408_20260222_185929.json,True,True,True,True,GPT-4o,0.3,202408,6,5→3,-1.834400239252318,3.0,gpt-4o,
perm_0028_gpt-4o_T0.3_12mo_202407_20260614_234144.json,True,True,True,True,GPT-4o,0.3,202407,12,Ranked,11.02747872260832,6.0,gpt-4o,
perm_0028_gpt-4o_T0.3_12mo_202407_20260614_234159.json,True,True,True,True,GPT-4o,0.3,202407,12,Ranked,9.338180502463347,6.0,gpt-4o,
perm_0028_gpt-4o_T0.3_12mo_202407_20260614_234220.json,True,True,True,True,GPT-4o,0.3,202407,12,Ranked,11.02747872260832,6.0,gpt-4o,
perm_0029_gpt-4o_T0.3_12mo_202407_20260614_234259.json,True,True,True,True,GPT-4o,0.3,202407,12,30→15,26.574197135463912,15.0,gpt-4o,
perm_0029_gpt-4o_T0.3_12mo_202407_20260614_234335.json,True,True,True,True,GPT-4o,0.3,202407,12,30→15,23.360773798096307,15.0,gpt-4o,
perm_0029_gpt-4o_T0.3_12mo_202407_20260614_234423.json,True,True,True,True,GPT-4o,0.3,202407,12,30→15,43.19440642311858,15.0,gpt-4o,
perm_0030_gpt-4o_T0.3_12mo_202407_20260614_234522.json,True,True,True,True,GPT-4o,0.3,202407,12,30→10,17.78995919243476,10.0,gpt-4o,
perm_0030_gpt-4o_T0.3_12mo_202407_20260614_234556.json,True,True,True,True,GPT-4o,0.3,202407,12,30→10,17.063680927785025,10.0,gpt-4o,
perm_0030_gpt-4o_T0.3_12mo_202407_20260614_234657.json,True,True,True,True,GPT-4o,0.3,202407,12,30→10,14.641844090433223,10.0,gpt-4o,
perm_0034_gpt-4o_T0.3_12mo_202407_20260616_131050.json,True,True,True,True,GPT-4o,0.3,202407,12,30→5,10.856793130937586,5.0,gpt-4o,
perm_0034_gpt-4o_T0.3_12mo_202407_20260616_131151.json,True,True,True,True,GPT-4o,0.3,202407,12,30→5,17.255801944908438,5.0,gpt-4o,
perm_0034_gpt-4o_T0.3_12mo_202407_20260616_131318.json,True,False,False,False,GPT-4o,0.3,202407,12,,,,gpt-4o,
perm_0034_gpt-4o_T0.3_12mo_202407_20260616_172902.json,True,False,False,False,GPT-4o,0.3,202407,12,,,,gpt-4o,
perm_0037_gpt-4o-mini_T0.3_12mo_202407_20260614_234739.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,Ranked,16.27116520254933,5.0,gpt-4o-mini,
perm_0037_gpt-4o-mini_T0.3_12mo_202407_20260614_234809.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,Ranked,17.43519951117647,6.0,gpt-4o-mini,
perm_0037_gpt-4o-mini_T0.3_12mo_202407_20260614_234846.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,Ranked,14.634500257898672,6.0,gpt-4o-mini,
perm_0038_gpt-4o-mini_T0.3_12mo_202407_20260614_235012.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→15,18.931734806579296,16.0,gpt-4o-mini,
perm_0038_gpt-4o-mini_T0.3_12mo_202407_20260614_235150.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→15,31.457473340704457,15.0,gpt-4o-mini,
perm_0038_gpt-4o-mini_T0.3_12mo_202407_20260614_235245.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→15,29.769951005239676,15.0,gpt-4o-mini,
perm_0038_gpt-4o-mini_T0.3_12mo_202407_20260614_235329.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→15,51.23951878707413,16.0,gpt-4o-mini,
perm_0038_gpt-4o-mini_T0.3_12mo_202407_20260614_235348.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→15,22.56464634752223,15.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235413.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,16.3744358009043,10.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235425.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,15.798939573786047,10.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235448.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,16.0045387089243,10.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235455.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,12.067380832724302,10.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235525.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,14.017819736841538,10.0,gpt-4o-mini,
perm_0039_gpt-4o-mini_T0.3_12mo_202407_20260614_235605.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→10,17.33411305799169,10.0,gpt-4o-mini,
perm_0040_gpt-4o-mini_T0.3_6mo_202409_20260222_191316.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,20→5,13.878004423318636,5.0,gpt-4o-mini,
perm_0040_gpt-4o_T0.3_12mo_202407_20260618_042734.json,True,True,True,True,GPT-4o,0.3,202407,12,unfiltered,15.93848877771543,8.0,gpt-4o,
perm_0041_gpt-4o-mini_T0.3_6mo_202409_20260222_191531.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,10→5,6.190158997212712,5.0,gpt-4o-mini,
perm_0042_gpt-4o-mini_T0.3_6mo_202409_20260222_191639.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,5→3,8.578232479849685,3.0,gpt-4o-mini,
perm_0044_gpt-4o-mini_T0.3_12mo_202407_20260616_131137.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→5,7.196588234214342,5.0,gpt-4o-mini,
perm_0044_gpt-4o-mini_T0.3_12mo_202407_20260616_131139.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→5,4.736726345648458,5.0,gpt-4o-mini,
perm_0044_gpt-4o-mini_T0.3_12mo_202407_20260616_131211.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,30→5,6.326481230090448,5.0,gpt-4o-mini,
perm_0046_gpt-51_T0.3_6mo_202409_20260222_191903.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,20→5,14.651588603997007,5.0,gpt-4o-mini,
perm_0047_gpt-51_T0.3_6mo_202409_20260222_192120.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,10→5,12.514438128029322,5.0,gpt-4o-mini,
perm_0048_gpt-51_T0.3_6mo_202409_20260222_192229.json,True,True,True,True,GPT-4o-mini,0.3,202409,6,5→3,8.578232479849685,3.0,gpt-4o-mini,
perm_0049_gpt-4o_T0.3_6mo_202410_20260222_192438.json,True,True,True,True,GPT-4o,0.3,202410,6,20→5,-4.473441659253858,5.0,gpt-4o,
perm_0050_gpt-4o-mini_T0.3_12mo_202407_20260618_042814.json,True,True,True,True,GPT-4o-mini,0.3,202407,12,unfiltered,23.03025599111219,7.0,gpt-4o-mini,
perm_0050_gpt-4o_T0.3_6mo_202410_20260222_192640.json,True,True,True,True,GPT-4o,0.3,202410,6,10→5,-7.116143322379302,5.0,gpt-4o,
perm_0051_gpt-4o_T0.3_6mo_202410_20260222_192739.json,True,True,True,True,GPT-4o,0.3,202410,6,5→3,-8.049044472847854,3.0,gpt-4o,
perm_0052_gpt-4o-mini_T0.3_6mo_202410_20260222_193006.json,True,True,True,True,GPT-4o-mini,0.3,202410,6,20→5,-1.6639476793123869,5.0,gpt-4o-mini,
perm_0053_gpt-4o-mini_T0.3_6mo_202410_20260222_193222.json,True,True,True,True,GPT-4o-mini,0.3,202410,6,10→5,-5.78540174036727,5.0,gpt-4o-mini,
perm_0054_gpt-4o-mini_T0.3_6mo_202410_20260222_193604.json,True,True,True,True,GPT-4o-mini,0.3,202410,6,5→3,-7.913162367202986,3.0,gpt-4o-mini,
perm_0055_gpt-4o_T0.3_12mo_202408_20260614_235543.json,True,True,True,True,GPT-4o,0.3,202408,12,Ranked,25.868854320586728,6.0,gpt-4o,
perm_0055_gpt-4o_T0.3_12mo_202408_20260614_235559.json,True,True,True,True,GPT-4o,0.3,202408,12,Ranked,27.88210478730418,6.0,gpt-4o,
perm_0055_gpt-4o_T0.3_12mo_202408_20260614_235614.json,True,True,True,True,GPT-4o,0.3,202408,12,Ranked,32.24869059316297,5.0,gpt-4o,
perm_0055_gpt-4o_T0.3_12mo_202408_20260614_235846.json,True,True,True,True,GPT-4o,0.3,202408,12,Ranked,32.80205663472583,5.0,gpt-4o,
perm_0055_gpt-50_T0.3_6mo_202410_20260222_193543.json,True,False,False,False,GPT-50?,0.3,202410,6,,,,gpt-50,
perm_0056_gpt-4o_T0.3_12mo_202408_20260614_235653.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,52.23818294848268,15.0,gpt-4o,
perm_0056_gpt-4o_T0.3_12mo_202408_20260614_235740.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,30.017418096490584,15.0,gpt-4o,
perm_0056_gpt-4o_T0.3_12mo_202408_20260614_235841.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,29.83250310451236,15.0,gpt-4o,
perm_0056_gpt-4o_T0.3_12mo_202408_20260615_000331.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,20.70746026358962,15.0,gpt-4o,
perm_0056_gpt-4o_T0.3_12mo_202408_20260615_000404.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,49.982712732058985,15.0,gpt-4o,
perm_0056_gpt-4o_T0.3_12mo_202408_20260615_000448.json,True,True,True,True,GPT-4o,0.3,202408,12,30→15,27.504785903640006,15.0,gpt-4o,
perm_0056_gpt-50_T0.3_6mo_202410_20260222_193543.json,True,False,False,False,GPT-50?,0.3,202410,6,,,,gpt-50,
perm_0057_gpt-4o_T0.3_12mo_202408_20260614_235942.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,38.94424079417051,10.0,gpt-4o,
perm_0057_gpt-4o_T0.3_12mo_202408_20260615_000044.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,27.154209635763856,10.0,gpt-4o,
perm_0057_gpt-4o_T0.3_12mo_202408_20260615_000129.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,33.74009903931739,10.0,gpt-4o,
perm_0057_gpt-4o_T0.3_12mo_202408_20260615_000524.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,29.398682705298867,10.0,gpt-4o,
perm_0057_gpt-4o_T0.3_12mo_202408_20260615_000610.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,38.22228177688341,10.0,gpt-4o,
perm_0057_gpt-4o_T0.3_12mo_202408_20260615_000711.json,True,True,True,True,GPT-4o,0.3,202408,12,30→10,35.54164686980523,10.0,gpt-4o,
perm_0057_gpt-50_T0.3_6mo_202410_20260222_193543.json,True,False,False,False,GPT-50?,0.3,202410,6,,,,gpt-50,
perm_0058_gpt-51_T0.3_6mo_202410_20260222_193626.json,True,True,True,True,GPT-5.1,0.3,202410,6,20→5,-9.093876135781958,5.0,gpt-5.1,
perm_0059_gpt-51_T0.3_6mo_202410_20260222_193631.json,True,True,True,True,GPT-5.1,0.3,202410,6,10→5,-3.1679022633204474,5.0,gpt-5.1,
perm_0060_gpt-51_T0.3_6mo_202410_20260222_193610.json,True,True,True,True,GPT-5.1,0.3,202410,6,5→3,-7.516025224732621,3.0,gpt-5.1,
perm_0061_gpt-4o_T0.3_6mo_202411_20260222_193608.json,True,True,True,True,GPT-4o,0.3,202411,6,20→5,-8.781034734413497,5.0,gpt-4o,
perm_0062_gpt-4o_T0.3_6mo_202411_20260222_193601.json,True,True,True,True,GPT-4o,0.3,202411,6,10→5,-13.092671984780663,5.0,gpt-4o,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000222.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,36.833076987456536,6.0,gpt-4o-mini,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000320.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,30.745884183044147,6.0,gpt-4o-mini,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000405.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,33.54200588945581,6.0,gpt-4o-mini,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000741.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,38.34433808314689,7.0,gpt-4o-mini,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000814.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,35.18502170232472,8.0,gpt-4o-mini,
perm_0064_gpt-4o-mini_T0.3_12mo_202408_20260615_000848.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,Ranked,35.77305694460804,6.0,gpt-4o-mini,
perm_0064_gpt-4o_T0.3_12mo_202408_20260616_131232.json,True,True,True,True,GPT-4o,0.3,202408,12,30→5,29.970666522193824,5.0,gpt-4o,
perm_0064_gpt-4o_T0.3_12mo_202408_20260616_131332.json,True,True,True,True,GPT-4o,0.3,202408,12,30→5,32.68034854808262,5.0,gpt-4o,
perm_0064_gpt-4o_T0.3_12mo_202408_20260616_131409.json,True,False,False,False,GPT-4o,0.3,202408,12,,,,gpt-4o,
perm_0064_gpt-4o_T0.3_12mo_202408_20260616_172901.json,True,False,False,False,GPT-4o,0.3,202408,12,,,,gpt-4o,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_000459.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,37.87630398711022,15.0,gpt-4o-mini,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_000546.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,66.1070927802474,15.0,gpt-4o-mini,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_000723.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,62.56800437047052,15.0,gpt-4o-mini,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_000934.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,32.15467374237038,16.0,gpt-4o-mini,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_001105.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,28.62764086109224,14.0,gpt-4o-mini,
perm_0065_gpt-4o-mini_T0.3_12mo_202408_20260615_001155.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→15,53.528815552696415,16.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_000810.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,24.6893677562479,10.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_000921.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,59.5606664498003,10.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_001001.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,29.048615912344577,10.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_001236.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,32.92636916229856,10.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_001315.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,56.59949883950208,10.0,gpt-4o-mini,
perm_0066_gpt-4o-mini_T0.3_12mo_202408_20260615_001351.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→10,30.303821488362065,10.0,gpt-4o-mini,
perm_0067_gpt-50_T0.3_6mo_202411_20260222_193605.json,True,False,False,False,GPT-50?,0.3,202411,6,,,,gpt-50,
perm_0068_gpt-50_T0.3_6mo_202411_20260222_193607.json,True,False,False,False,GPT-50?,0.3,202411,6,,,,gpt-50,
perm_0069_gpt-50_T0.3_6mo_202411_20260222_193610.json,True,False,False,False,GPT-50?,0.3,202411,6,,,,gpt-50,
perm_0070_gpt-4o_T0.3_12mo_202408_20260618_042828.json,True,True,True,True,GPT-4o,0.3,202408,12,unfiltered,35.64478241133569,7.0,gpt-4o,
perm_0070_gpt-51_T0.3_6mo_202411_20260222_193649.json,True,True,True,True,GPT-5.1,0.3,202411,6,20→5,-8.67977538096695,5.0,gpt-5.1,
perm_0071_gpt-51_T0.3_6mo_202411_20260222_193702.json,True,True,True,True,GPT-5.1,0.3,202411,6,10→5,-6.287398390649214,5.0,gpt-5.1,
perm_0074_gpt-4o-mini_T0.3_12mo_202408_20260616_131311.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→5,21.893285973551865,5.0,gpt-4o-mini,
perm_0074_gpt-4o-mini_T0.3_12mo_202408_20260616_131344.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→5,24.39616073086492,5.0,gpt-4o-mini,
perm_0074_gpt-4o-mini_T0.3_12mo_202408_20260616_131350.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,30→5,21.893285973551865,5.0,gpt-4o-mini,
perm_0080_gpt-4o-mini_T0.3_12mo_202408_20260618_042842.json,True,True,True,True,GPT-4o-mini,0.3,202408,12,unfiltered,35.61550576273563,8.0,gpt-4o-mini,
perm_0082_gpt-4o_T0.3_12mo_202409_20260615_001023.json,True,True,True,True,GPT-4o,0.3,202409,12,Ranked,34.76173174035226,6.0,gpt-4o,
perm_0082_gpt-4o_T0.3_12mo_202409_20260615_001037.json,True,True,True,True,GPT-4o,0.3,202409,12,Ranked,35.64021172120305,6.0,gpt-4o,
perm_0082_gpt-4o_T0.3_12mo_202409_20260615_001057.json,True,True,True,True,GPT-4o,0.3,202409,12,Ranked,34.52330815400377,6.0,gpt-4o,
perm_0082_gpt-4o_T0.3_12mo_202409_20260615_001449.json,True,True,True,True,GPT-4o,0.3,202409,12,Ranked,36.947790831894615,5.0,gpt-4o,
perm_0082_gpt-4o_T0.3_12mo_202409_20260615_001557.json,True,True,True,True,GPT-4o,0.3,202409,12,Ranked,34.76173174035226,6.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001135.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,27.578512158853606,15.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001236.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,26.27278904777175,15.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001315.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,37.6956156480219,15.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001637.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,22.12523113995672,15.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001814.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,50.495231001280004,15.0,gpt-4o,
perm_0083_gpt-4o_T0.3_12mo_202409_20260615_001914.json,True,True,True,True,GPT-4o,0.3,202409,12,30→15,45.31480016386451,15.0,gpt-4o,
perm_0084_gpt-4o_T0.3_12mo_202409_20260615_001351.json,True,True,True,True,GPT-4o,0.3,202409,12,30→10,35.88415724151306,10.0,gpt-4o,
perm_0084_gpt-4o_T0.3_12mo_202409_20260615_001721.json,True,True,True,True,GPT-4o,0.3,202409,12,30→10,30.001610228880725,10.0,gpt-4o,
perm_0084_gpt-4o_T0.3_12mo_202409_20260615_001954.json,True,True,True,True,GPT-4o,0.3,202409,12,30→10,29.397203401299084,10.0,gpt-4o,
perm_0084_gpt-4o_T0.3_12mo_202409_20260615_002106.json,True,True,True,True,GPT-4o,0.3,202409,12,30→10,25.51465313583785,10.0,gpt-4o,
perm_0091_gpt-4o-mini_T0.3_12mo_202409_20260615_001802.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,Ranked,39.00216552175514,7.0,gpt-4o-mini,
perm_0091_gpt-4o-mini_T0.3_12mo_202409_20260615_001836.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,Ranked,38.617894918787556,7.0,gpt-4o-mini,
perm_0091_gpt-4o-mini_T0.3_12mo_202409_20260615_001914.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,Ranked,41.64340365587997,7.0,gpt-4o-mini,
perm_0092_gpt-4o-mini_T0.3_12mo_202409_20260615_002101.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→15,63.502577736119726,15.0,gpt-4o-mini,
perm_0092_gpt-4o-mini_T0.3_12mo_202409_20260615_100426.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→15,35.0727155200728,16.0,gpt-4o-mini,
perm_0092_gpt-4o-mini_T0.3_12mo_202409_20260615_100545.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→15,36.44453131592339,15.0,gpt-4o-mini,
perm_0093_gpt-4o-mini_T0.3_12mo_202409_20260615_100700.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→10,30.019374438840256,10.0,gpt-4o-mini,
perm_0093_gpt-4o-mini_T0.3_12mo_202409_20260615_100757.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→10,38.84120768232691,10.0,gpt-4o-mini,
perm_0093_gpt-4o-mini_T0.3_12mo_202409_20260615_100839.json,True,True,True,True,GPT-4o-mini,0.3,202409,12,30→10,28.51893977318843,10.0,gpt-4o-mini,
perm_0094_gpt-4o_T0.3_12mo_202409_20260616_131447.json,True,True,True,True,GPT-4o,0.3,202409,12,30→5,29.433186227717872,5.0,gpt-4o,
